class_name,sample_id,sample_path,label,point_count,object_score,topk_score,score_mean,score_p95,score_max,gt_point_count,gt_point_ratio,gt_score_mean,background_score_mean,point_score_path
bowl2,bowl2_positive1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive1.pcd,0,16384,0.005893,0.005893,0.002894,0.003888,0.005893,0,0.0,,0.002894,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive1.npz
bowl2,bowl2_bulge5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_bulge5.pcd,1,16384,0.014207,0.014207,0.000507,0.001284,0.014207,218,0.013306,0.004627,0.000451,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_bulge5.npz
bowl2,bowl2_positive9,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive9.pcd,0,16384,0.005585,0.005585,0.002932,0.003969,0.005585,0,0.0,,0.002932,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive9.npz
bowl2,bowl2_positive11,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive11.pcd,0,16384,0.002953,0.002953,0.000404,0.001109,0.002953,0,0.0,,0.000404,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive11.npz
bowl2,bowl2_positive4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive4.pcd,0,16384,0.004845,0.004845,0.000672,0.001421,0.004845,0,0.0,,0.000672,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive4.npz
bowl2,bowl2_positive6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive6.pcd,0,16384,0.006077,0.006077,0.002895,0.00401,0.006077,0,0.0,,0.002895,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive6.npz
bowl2,bowl2_positive12,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive12.pcd,0,16384,0.003579,0.003579,0.000383,0.001104,0.003579,0,0.0,,0.000383,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive12.npz
bowl2,bowl2_scratch1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_scratch1.pcd,1,16384,0.006572,0.006572,0.002908,0.004033,0.006572,393,0.023987,0.003264,0.002899,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_scratch1.npz
bowl2,bowl2_positive0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive0.pcd,0,16384,0.003904,0.003904,0.00043,0.001124,0.003904,0,0.0,,0.00043,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive0.npz
bowl2,bowl2_scratch2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_scratch2.pcd,1,16384,0.008611,0.008611,0.000534,0.001416,0.008611,151,0.009216,0.003908,0.000502,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_scratch2.npz
bowl2,bowl2_bulge4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_bulge4.pcd,1,16384,0.01938,0.01938,0.000725,0.001326,0.01938,258,0.015747,0.005783,0.000644,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_bulge4.npz
bowl2,bowl2_positive5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive5.pcd,0,16384,0.004435,0.004435,0.000402,0.001155,0.004435,0,0.0,,0.000402,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive5.npz
bowl2,bowl2_scratch0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_scratch0.pcd,1,16384,0.01158,0.01158,0.000457,0.001215,0.01158,123,0.007507,0.004513,0.000426,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_scratch0.npz
bowl2,bowl2_scratch3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_scratch3.pcd,1,16384,0.007624,0.007624,0.002947,0.004062,0.007624,355,0.021667,0.003675,0.002931,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_scratch3.npz
bowl2,bowl2_concavity6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_concavity6.pcd,1,16384,0.023609,0.023609,0.002955,0.004007,0.023609,318,0.019409,0.006075,0.002894,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_concavity6.npz
bowl2,bowl2_concavity5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_concavity5.pcd,1,16384,0.015854,0.015854,0.000566,0.001435,0.015854,179,0.010925,0.005377,0.000513,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_concavity5.npz
bowl2,bowl2_positive10,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive10.pcd,0,16384,0.006677,0.006677,0.002963,0.004021,0.006677,0,0.0,,0.002963,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive10.npz
bowl2,bowl2_bulge6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_bulge6.pcd,1,16384,0.01923,0.01923,0.002953,0.003989,0.01923,227,0.013855,0.006042,0.002909,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_bulge6.npz
bowl2,bowl2_positive2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive2.pcd,0,16384,0.00394,0.00394,0.000389,0.001146,0.00394,0,0.0,,0.000389,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive2.npz
bowl2,bowl2_positive3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive3.pcd,0,16384,0.005927,0.005927,0.002939,0.003925,0.005927,0,0.0,,0.002939,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive3.npz
bowl2,bowl2_positive7,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl2/test/bowl2_positive7.pcd,0,16384,0.005938,0.005938,0.000469,0.001266,0.005938,0,0.0,,0.000469,experiments/P5_pasdf_scores/full_40cls/bowl2/points/bowl2_positive7.npz
bowl3,bowl3_bulge6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_bulge6.pcd,1,16384,0.022741,0.022741,0.000781,0.001664,0.022741,226,0.013794,0.009228,0.000663,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_bulge6.npz
bowl3,bowl3_concavity6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_concavity6.pcd,1,16384,0.014602,0.014602,0.000851,0.001881,0.014602,173,0.010559,0.006402,0.000791,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_concavity6.npz
bowl3,bowl3_positive3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive3.pcd,0,16384,0.003899,0.003899,0.000754,0.001765,0.003899,0,0.0,,0.000754,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive3.npz
bowl3,bowl3_positive6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive6.pcd,0,16384,0.003444,0.003444,0.000795,0.001838,0.003444,0,0.0,,0.000795,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive6.npz
bowl3,bowl3_bulge4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_bulge4.pcd,1,16384,0.020111,0.020111,0.000642,0.001535,0.020111,161,0.009827,0.009498,0.000554,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_bulge4.npz
bowl3,bowl3_scratch1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_scratch1.pcd,1,16384,0.01183,0.01183,0.001005,0.002401,0.01183,210,0.012817,0.004467,0.00096,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_scratch1.npz
bowl3,bowl3_positive13,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive13.pcd,0,16384,0.003871,0.003871,0.00095,0.002247,0.003871,0,0.0,,0.00095,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive13.npz
bowl3,bowl3_positive9,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive9.pcd,0,16384,0.004119,0.004119,0.00054,0.00139,0.004119,0,0.0,,0.00054,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive9.npz
bowl3,bowl3_bulge3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_bulge3.pcd,1,16384,0.015939,0.015939,0.000896,0.001979,0.015939,219,0.013367,0.006009,0.000827,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_bulge3.npz
bowl3,bowl3_positive1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive1.pcd,0,16384,0.004148,0.004148,0.000947,0.002194,0.004148,0,0.0,,0.000947,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive1.npz
bowl3,bowl3_positive4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive4.pcd,0,16384,0.007417,0.007417,0.000828,0.00212,0.007417,0,0.0,,0.000828,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive4.npz
bowl3,bowl3_positive14,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive14.pcd,0,16384,0.005507,0.005507,0.00079,0.00187,0.005507,0,0.0,,0.00079,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive14.npz
bowl3,bowl3_bulge1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_bulge1.pcd,1,16384,0.022577,0.022577,0.001293,0.003158,0.022577,262,0.015991,0.008877,0.001169,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_bulge1.npz
bowl3,bowl3_positive0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive0.pcd,0,16384,0.003407,0.003407,0.000458,0.001232,0.003407,0,0.0,,0.000458,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive0.npz
bowl3,bowl3_concavity1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_concavity1.pcd,1,16384,0.019961,0.019961,0.000944,0.002947,0.019961,175,0.010681,0.006119,0.000888,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_concavity1.npz
bowl3,bowl3_concavity2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_concavity2.pcd,1,16384,0.011265,0.011265,0.00092,0.002066,0.011265,104,0.006348,0.006065,0.000888,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_concavity2.npz
bowl3,bowl3_positive2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive2.pcd,0,16384,0.003881,0.003881,0.000573,0.001404,0.003881,0,0.0,,0.000573,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive2.npz
bowl3,bowl3_positive5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive5.pcd,0,16384,0.005875,0.005875,0.000518,0.001372,0.005875,0,0.0,,0.000518,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive5.npz
bowl3,bowl3_concavity3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_concavity3.pcd,1,16384,0.013051,0.013051,0.000584,0.001385,0.013051,46,0.002808,0.007801,0.000563,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_concavity3.npz
bowl3,bowl3_concavity5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_concavity5.pcd,1,16384,0.020134,0.020134,0.000619,0.00151,0.020134,109,0.006653,0.006788,0.000577,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_concavity5.npz
bowl3,bowl3_positive11,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive11.pcd,0,16384,0.004603,0.004603,0.000684,0.001645,0.004603,0,0.0,,0.000684,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive11.npz
bowl3,bowl3_concavity4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_concavity4.pcd,1,16384,0.010523,0.010523,0.000671,0.001609,0.010523,113,0.006897,0.005227,0.000639,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_concavity4.npz
bowl3,bowl3_scratch2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_scratch2.pcd,1,16384,0.01101,0.01101,0.000671,0.0016,0.01101,124,0.007568,0.004598,0.000641,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_scratch2.npz
bowl3,bowl3_concavity0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_concavity0.pcd,1,16384,0.022114,0.022114,0.000965,0.00209,0.022114,153,0.009338,0.009252,0.000886,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_concavity0.npz
bowl3,bowl3_positive12,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive12.pcd,0,16384,0.003667,0.003667,0.000943,0.002135,0.003667,0,0.0,,0.000943,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive12.npz
bowl3,bowl3_scratch3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_scratch3.pcd,1,16384,0.01058,0.01058,0.000556,0.001412,0.01058,86,0.005249,0.005569,0.000529,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_scratch3.npz
bowl3,bowl3_scratch0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_scratch0.pcd,1,16384,0.012905,0.012905,0.001003,0.002337,0.012905,86,0.005249,0.007173,0.000971,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_scratch0.npz
bowl3,bowl3_bulge2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_bulge2.pcd,1,16384,0.018825,0.018825,0.001029,0.002281,0.018825,191,0.011658,0.006539,0.000964,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_bulge2.npz
bowl3,bowl3_positive8,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive8.pcd,0,16384,0.005211,0.005211,0.000685,0.001672,0.005211,0,0.0,,0.000685,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive8.npz
bowl3,bowl3_bulge0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_bulge0.pcd,1,16384,0.025436,0.025436,0.000852,0.001844,0.025436,232,0.01416,0.008941,0.000736,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_bulge0.npz
bowl3,bowl3_positive7,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive7.pcd,0,16384,0.003895,0.003895,0.000826,0.001884,0.003895,0,0.0,,0.000826,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive7.npz
bowl3,bowl3_bulge5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_bulge5.pcd,1,16384,0.026855,0.026855,0.000949,0.00204,0.026855,212,0.012939,0.009089,0.000842,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_bulge5.npz
bowl3,bowl3_positive10,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl3/test/bowl3_positive10.pcd,0,16384,0.005299,0.005299,0.000833,0.001932,0.005299,0,0.0,,0.000833,experiments/P5_pasdf_scores/full_40cls/bowl3/points/bowl3_positive10.npz
bowl4,bowl4_positive0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive0.pcd,0,16384,0.004401,0.004401,0.00101,0.001935,0.004401,0,0.0,,0.00101,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive0.npz
bowl4,bowl4_bulge6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_bulge6.pcd,1,16384,0.024911,0.024911,0.000895,0.001718,0.024911,257,0.015686,0.008493,0.000774,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_bulge6.npz
bowl4,bowl4_positive7,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive7.pcd,0,16384,0.003707,0.003707,0.000987,0.001943,0.003707,0,0.0,,0.000987,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive7.npz
bowl4,bowl4_concavity5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_concavity5.pcd,1,16384,0.022014,0.022014,0.00106,0.00194,0.022014,214,0.013062,0.006818,0.000984,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_concavity5.npz
bowl4,bowl4_concavity3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_concavity3.pcd,1,16384,0.026047,0.026047,0.000754,0.001492,0.026047,287,0.017517,0.007395,0.000635,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_concavity3.npz
bowl4,bowl4_positive3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive3.pcd,0,16384,0.003255,0.003255,0.000604,0.001304,0.003255,0,0.0,,0.000604,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive3.npz
bowl4,bowl4_positive9,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive9.pcd,0,16384,0.004138,0.004138,0.000873,0.001787,0.004138,0,0.0,,0.000873,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive9.npz
bowl4,bowl4_positive14,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive14.pcd,0,16384,0.003081,0.003081,0.000759,0.001628,0.003081,0,0.0,,0.000759,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive14.npz
bowl4,bowl4_scratch2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_scratch2.pcd,1,16384,0.006907,0.006907,0.000995,0.001912,0.006907,144,0.008789,0.002261,0.000984,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_scratch2.npz
bowl4,bowl4_scratch3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_scratch3.pcd,1,16384,0.007039,0.007039,0.000938,0.002566,0.007039,134,0.008179,0.003435,0.000917,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_scratch3.npz
bowl4,bowl4_bulge2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_bulge2.pcd,1,16384,0.020555,0.020555,0.001081,0.002001,0.020555,257,0.015686,0.007254,0.000983,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_bulge2.npz
bowl4,bowl4_scratch1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_scratch1.pcd,1,16384,0.012851,0.012851,0.001042,0.001928,0.012851,324,0.019775,0.004755,0.000968,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_scratch1.npz
bowl4,bowl4_positive6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive6.pcd,0,16384,0.003206,0.003206,0.000814,0.001716,0.003206,0,0.0,,0.000814,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive6.npz
bowl4,bowl4_positive12,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive12.pcd,0,16384,0.007493,0.007493,0.000688,0.001475,0.007493,0,0.0,,0.000688,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive12.npz
bowl4,bowl4_concavity4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_concavity4.pcd,1,16384,0.027144,0.027144,0.001102,0.00204,0.027144,336,0.020508,0.006873,0.000981,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_concavity4.npz
bowl4,bowl4_bulge4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_bulge4.pcd,1,16384,0.021842,0.021842,0.001123,0.002077,0.021842,349,0.021301,0.007309,0.000988,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_bulge4.npz
bowl4,bowl4_positive13,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive13.pcd,0,16384,0.003815,0.003815,0.000936,0.001781,0.003815,0,0.0,,0.000936,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive13.npz
bowl4,bowl4_concavity6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_concavity6.pcd,1,16384,0.026694,0.026694,0.000901,0.001645,0.026694,265,0.016174,0.008788,0.000771,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_concavity6.npz
bowl4,bowl4_positive8,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive8.pcd,0,16384,0.002847,0.002847,0.000415,0.001064,0.002847,0,0.0,,0.000415,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive8.npz
bowl4,bowl4_positive10,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive10.pcd,0,16384,0.002843,0.002843,0.000396,0.001044,0.002843,0,0.0,,0.000396,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive10.npz
bowl4,bowl4_bulge0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_bulge0.pcd,1,16384,0.02591,0.02591,0.001328,0.002869,0.02591,359,0.021912,0.009471,0.001146,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_bulge0.npz
bowl4,bowl4_concavity0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_concavity0.pcd,1,16384,0.027351,0.027351,0.001159,0.002174,0.027351,224,0.013672,0.009877,0.001038,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_concavity0.npz
bowl4,bowl4_positive11,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive11.pcd,0,16384,0.003424,0.003424,0.000895,0.001754,0.003424,0,0.0,,0.000895,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive11.npz
bowl4,bowl4_bulge5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_bulge5.pcd,1,16384,0.022003,0.022003,0.00112,0.001969,0.022003,309,0.01886,0.008552,0.000977,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_bulge5.npz
bowl4,bowl4_concavity2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_concavity2.pcd,1,16384,0.01931,0.01931,0.001063,0.001968,0.01931,239,0.014587,0.005816,0.000992,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_concavity2.npz
bowl4,bowl4_scratch0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_scratch0.pcd,1,16384,0.016485,0.016485,0.001101,0.00208,0.016485,238,0.014526,0.006708,0.001019,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_scratch0.npz
bowl4,bowl4_bulge3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_bulge3.pcd,1,16384,0.023039,0.023039,0.00076,0.001556,0.023039,323,0.019714,0.007583,0.000623,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_bulge3.npz
bowl4,bowl4_positive4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive4.pcd,0,16384,0.003948,0.003948,0.000974,0.001837,0.003948,0,0.0,,0.000974,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive4.npz
bowl4,bowl4_positive5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_positive5.pcd,0,16384,0.003731,0.003731,0.000984,0.001899,0.003731,0,0.0,,0.000984,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_positive5.npz
bowl4,bowl4_concavity1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bowl4/test/bowl4_concavity1.pcd,1,16384,0.029585,0.029585,0.001043,0.001861,0.029585,169,0.010315,0.00897,0.000961,experiments/P5_pasdf_scores/full_40cls/bowl4/points/bowl4_concavity1.npz
